db,release,cve,published_at,resolved_at,first_patched_version,projects,resolution_days,has_publication_date,has_resolution_date,has_first_patched_release,resolution_bucket
MySQL,5.1.44,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,2,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.44,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,2,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.44,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,2,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.44,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,2,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.45,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,3,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.45,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,3,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.45,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,3,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.45,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,3,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.45,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,3,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.46,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,3,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.46,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,3,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.46,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,3,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.46,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,3,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.46,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,3,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.47,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,4,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.47,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,4,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.47,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,4,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.47,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,4,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.47,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,4,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.48,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,3,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.48,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,3,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.48,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,3,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.48,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,3,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.48,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,3,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.49,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,1,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.49,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,1,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.49,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,1,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.49,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,1,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.6,CVE-2015-2575,2022-05-17 00:25:07+00:00,2015-05-08 10:55:46+00:00,5.1.35,3,-2565.562048611111,True,True,True,Before disclosure
MySQL,5.1.6,CVE-2017-3523,2022-05-13 01:45:34+00:00,2017-02-14 20:27:59+00:00,5.1.41,3,-1913.2205439814816,True,True,True,Before disclosure
MySQL,5.1.6,CVE-2017-3586,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,3,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.6,CVE-2017-3589,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,3,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.6,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,3,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.6,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,3,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.6,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,3,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.6,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,3,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.6,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,3,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.9,CVE-2015-2575,2022-05-17 00:25:07+00:00,2015-05-08 10:55:46+00:00,5.1.35,1,-2565.562048611111,True,True,True,Before disclosure
MySQL,5.1.9,CVE-2017-3523,2022-05-13 01:45:34+00:00,2017-02-14 20:27:59+00:00,5.1.41,1,-1913.2205439814816,True,True,True,Before disclosure
MySQL,5.1.9,CVE-2017-3586,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,1,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.9,CVE-2017-3589,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,1,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.9,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,1,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.9,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,1,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.9,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,1,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.9,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,1,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.9,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,1,7.3433217592592595,True,True,True,2–30 days
MySQL,6.0.5,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,2,-1323.6900347222222,True,True,True,Before disclosure
MySQL,6.0.5,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,2,-468.91907407407405,True,True,True,Before disclosure
MySQL,6.0.5,CVE-2021-2471,2021-10-20 11:16:17.117000+00:00,2021-09-28 18:17:43+00:00,,2,-21.70733931712963,True,True,False,Before disclosure
MySQL,6.0.5,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,2,-34.98271990740741,True,True,True,Before disclosure
MySQL,6.0.5,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,2,7.3433217592592595,True,True,True,2–30 days
MySQL,6.0.6,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,2,-1323.6900347222222,True,True,True,Before disclosure
MySQL,6.0.6,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,2,-468.91907407407405,True,True,True,Before disclosure
MySQL,6.0.6,CVE-2021-2471,2021-10-20 11:16:17.117000+00:00,2021-09-28 18:17:43+00:00,,2,-21.70733931712963,True,True,False,Before disclosure
MySQL,6.0.6,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,2,-34.98271990740741,True,True,True,Before disclosure
MySQL,6.0.6,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,2,7.3433217592592595,True,True,True,2–30 days
MySQL,8.0.12,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,1,-1323.6900347222222,True,True,True,Before disclosure
MySQL,8.0.12,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,1,-468.91907407407405,True,True,True,Before disclosure
MySQL,8.0.12,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,8.0.21,1,89.40582809027778,True,True,True,31–180 days
MySQL,8.0.12,CVE-2021-2471,2022-05-24 19:18:20+00:00,2021-09-28 18:17:43+00:00,8.0.27,1,-238.0420949074074,True,True,True,Before disclosure
MySQL,8.0.12,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,1,-34.98271990740741,True,True,True,Before disclosure
MySQL,8.0.12,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,1,7.3433217592592595,True,True,True,2–30 days
MySQL,8.0.13,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,3,-468.91907407407405,True,True,True,Before disclosure
MySQL,8.0.13,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,8.0.21,3,89.40582809027778,True,True,True,31–180 days
MySQL,8.0.13,CVE-2021-2471,2022-05-24 19:18:20+00:00,2021-09-28 18:17:43+00:00,8.0.27,3,-238.0420949074074,True,True,True,Before disclosure
MySQL,8.0.13,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,3,-34.98271990740741,True,True,True,Before disclosure
MySQL,8.0.13,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,3,7.3433217592592595,True,True,True,2–30 days
MySQL,8.0.15,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,1,-468.91907407407405,True,True,True,Before disclosure
MySQL,8.0.15,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,8.0.21,1,89.40582809027778,True,True,True,31–180 days
MySQL,8.0.15,CVE-2021-2471,2022-05-24 19:18:20+00:00,2021-09-28 18:17:43+00:00,8.0.27,1,-238.0420949074074,True,True,True,Before disclosure
MySQL,8.0.15,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,1,-34.98271990740741,True,True,True,Before disclosure
MySQL,8.0.15,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,1,7.3433217592592595,True,True,True,2–30 days
MySQL,8.0.16,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,8.0.21,5,89.40582809027778,True,True,True,31–180 days
MySQL,8.0.16,CVE-2021-2471,2022-05-24 19:18:20+00:00,2021-09-28 18:17:43+00:00,8.0.27,5,-238.0420949074074,True,True,True,Before disclosure
MySQL,8.0.16,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,5,-34.98271990740741,True,True,True,Before disclosure
MySQL,8.0.16,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,5,7.3433217592592595,True,True,True,2–30 days
MySQL,8.0.17,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,8.0.21,3,89.40582809027778,True,True,True,31–180 days
MySQL,8.0.17,CVE-2021-2471,2022-05-24 19:18:20+00:00,2021-09-28 18:17:43+00:00,8.0.27,3,-238.0420949074074,True,True,True,Before disclosure
MySQL,8.0.17,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,3,-34.98271990740741,True,True,True,Before disclosure
MySQL,8.0.17,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,3,7.3433217592592595,True,True,True,2–30 days
MySQL,8.0.18,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,8.0.21,1,89.40582809027778,True,True,True,31–180 days
MySQL,8.0.18,CVE-2021-2471,2022-05-24 19:18:20+00:00,2021-09-28 18:17:43+00:00,8.0.27,1,-238.0420949074074,True,True,True,Before disclosure
MySQL,8.0.18,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,1,-34.98271990740741,True,True,True,Before disclosure
MySQL,8.0.18,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,1,7.3433217592592595,True,True,True,2–30 days
MySQL,8.0.19,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,8.0.21,2,89.40582809027778,True,True,True,31–180 days
MySQL,8.0.19,CVE-2021-2471,2022-05-24 19:18:20+00:00,2021-09-28 18:17:43+00:00,8.0.27,2,-238.0420949074074,True,True,True,Before disclosure
MySQL,8.0.19,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,2,-34.98271990740741,True,True,True,Before disclosure
MySQL,8.0.19,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,2,7.3433217592592595,True,True,True,2–30 days
MySQL,8.0.20,CVE-2021-2471,2022-05-24 19:18:20+00:00,2021-09-28 18:17:43+00:00,8.0.27,2,-238.0420949074074,True,True,True,Before disclosure
MySQL,8.0.20,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,2,-34.98271990740741,True,True,True,Before disclosure
MySQL,8.0.20,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,2,7.3433217592592595,True,True,True,2–30 days
MySQL,8.0.21,CVE-2021-2471,2022-05-24 19:18:20+00:00,2021-09-28 18:17:43+00:00,8.0.27,6,-238.0420949074074,True,True,True,Before disclosure
MySQL,8.0.21,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,6,-34.98271990740741,True,True,True,Before disclosure
MySQL,8.0.21,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,6,7.3433217592592595,True,True,True,2–30 days
MySQL,8.0.22,CVE-2021-2471,2022-05-24 19:18:20+00:00,2021-09-28 18:17:43+00:00,8.0.27,6,-238.0420949074074,True,True,True,Before disclosure
MySQL,8.0.22,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,6,-34.98271990740741,True,True,True,Before disclosure
MySQL,8.0.22,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,6,7.3433217592592595,True,True,True,2–30 days
MySQL,8.0.23,CVE-2021-2471,2022-05-24 19:18:20+00:00,2021-09-28 18:17:43+00:00,8.0.27,4,-238.0420949074074,True,True,True,Before disclosure
MySQL,8.0.23,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,4,-34.98271990740741,True,True,True,Before disclosure
MySQL,8.0.23,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,4,7.3433217592592595,True,True,True,2–30 days
MySQL,8.0.24,CVE-2021-2471,2022-05-24 19:18:20+00:00,2021-09-28 18:17:43+00:00,8.0.27,4,-238.0420949074074,True,True,True,Before disclosure
MySQL,8.0.24,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,4,-34.98271990740741,True,True,True,Before disclosure
MySQL,8.0.24,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,4,7.3433217592592595,True,True,True,2–30 days
MySQL,8.0.25,CVE-2021-2471,2022-05-24 19:18:20+00:00,2021-09-28 18:17:43+00:00,8.0.27,2,-238.0420949074074,True,True,True,Before disclosure
MySQL,8.0.25,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,2,-34.98271990740741,True,True,True,Before disclosure
MySQL,8.0.25,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,2,7.3433217592592595,True,True,True,2–30 days
MySQL,8.0.26,CVE-2021-2471,2022-05-24 19:18:20+00:00,2021-09-28 18:17:43+00:00,8.0.27,4,-238.0420949074074,True,True,True,Before disclosure
MySQL,8.0.26,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,4,-34.98271990740741,True,True,True,Before disclosure
MySQL,8.0.26,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,4,7.3433217592592595,True,True,True,2–30 days
MySQL,8.0.27,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,6,-34.98271990740741,True,True,True,Before disclosure
MySQL,8.0.27,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,6,7.3433217592592595,True,True,True,2–30 days
MySQL,8.0.28,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,12,7.3433217592592595,True,True,True,2–30 days
MySQL,8.0.29,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,5,7.3433217592592595,True,True,True,2–30 days
MySQL,8.0.30,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,4,7.3433217592592595,True,True,True,2–30 days
MySQL,8.0.31,CVE-2023-22102,2023-10-17 22:15:15.100000+00:00,2023-10-25 08:46:05+00:00,8.2.0,2,7.438077546296297,True,True,True,2–30 days
MySQL,8.0.32,CVE-2023-22102,2023-10-17 22:15:15.100000+00:00,2023-10-25 08:46:05+00:00,8.2.0,7,7.438077546296297,True,True,True,2–30 days
MySQL,8.0.33,CVE-2023-22102,2023-10-17 22:15:15.100000+00:00,2023-10-25 08:46:05+00:00,8.2.0,8,7.438077546296297,True,True,True,2–30 days
MySQL,8.1.0,CVE-2023-22102,2023-10-17 22:15:15.100000+00:00,2023-10-25 08:46:05+00:00,8.2.0,4,7.438077546296297,True,True,True,2–30 days
Neo4j,1.9.2,CVE-2013-7259,2022-05-17 04:38:50+00:00,2014-12-02 19:10:17+00:00,2.2.0-M01,1,-2722.3948263888888,True,True,True,Before disclosure
Neo4j,1.9.2,CVE-2021-34371,2021-09-01 18:31:29+00:00,2018-11-26 13:18:02+00:00,3.5.0,1,-1010.2176736111111,True,True,True,Before disclosure
Neo4j,1.9.2,CVE-2026-1337,2026-02-06 15:31:03+00:00,2026-02-06 00:00:00+00:00,2026.01,1,-0.6465625,True,True,True,Before disclosure
PostgreSQL,42.0.0,CVE-2018-10936,2018-08-30 13:29:00.377000+00:00,2018-08-27 15:43:21+00:00,42.2.5,1,-2.906705752314815,True,True,True,Before disclosure
PostgreSQL,42.0.0,CVE-2020-13692,2022-02-10 00:30:07+00:00,2020-06-04 13:16:11+00:00,42.2.13,1,-615.4680092592592,True,True,True,Before disclosure
PostgreSQL,42.0.0,CVE-2022-26520,2022-03-10 17:47:45.810000+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-22.945171412037038,True,True,True,Before disclosure
PostgreSQL,42.0.0,CVE-2022-41946,2022-11-23 20:15:10.253000+00:00,2022-11-23 00:00:00+00:00,42.2.27,1,-0.8438686689814816,True,True,True,Before disclosure
PostgreSQL,42.0.0,GHSA-xfg6-62px-cxc2,2024-02-19 15:30:38+00:00,2019-09-13 17:15:52+00:00,42.2.8,1,-1619.9269212962963,True,True,True,Before disclosure
PostgreSQL,42.1.1,CVE-2018-10936,2018-08-30 13:29:00.377000+00:00,2018-08-27 15:43:21+00:00,42.2.5,1,-2.906705752314815,True,True,True,Before disclosure
PostgreSQL,42.1.1,CVE-2020-13692,2022-02-10 00:30:07+00:00,2020-06-04 13:16:11+00:00,42.2.13,1,-615.4680092592592,True,True,True,Before disclosure
PostgreSQL,42.1.1,CVE-2022-26520,2022-03-11 00:02:02+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-23.20508101851852,True,True,True,Before disclosure
PostgreSQL,42.1.1,CVE-2022-41946,2022-11-23 20:15:10.253000+00:00,2022-11-23 00:00:00+00:00,42.2.27,1,-0.8438686689814816,True,True,True,Before disclosure
PostgreSQL,42.1.1,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.1.1,GHSA-xfg6-62px-cxc2,2024-02-19 15:30:38+00:00,2019-09-13 17:15:52+00:00,42.2.8,1,-1619.9269212962963,True,True,True,Before disclosure
PostgreSQL,42.1.1.jre7,CVE-2018-10936,2018-08-30 13:29:00.377000+00:00,2018-08-27 15:43:21+00:00,42.2.5,1,-2.906705752314815,True,True,True,Before disclosure
PostgreSQL,42.1.1.jre7,CVE-2020-13692,2022-02-10 00:30:07+00:00,2020-06-04 13:16:11+00:00,42.2.13,1,-615.4680092592592,True,True,True,Before disclosure
PostgreSQL,42.1.1.jre7,CVE-2022-26520,2022-03-11 00:02:02+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-23.20508101851852,True,True,True,Before disclosure
PostgreSQL,42.1.1.jre7,CVE-2022-41946,2022-11-23 20:15:10.253000+00:00,2022-11-23 00:00:00+00:00,42.2.27.jre7,1,-0.8438686689814816,True,True,True,Before disclosure
PostgreSQL,42.1.1.jre7,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.1.1.jre7,GHSA-xfg6-62px-cxc2,2024-02-19 15:30:38+00:00,2019-09-13 17:15:52+00:00,42.2.8,1,-1619.9269212962963,True,True,True,Before disclosure
PostgreSQL,42.1.4,CVE-2018-10936,2018-08-30 13:29:00.377000+00:00,2018-08-27 15:43:21+00:00,42.2.5,2,-2.906705752314815,True,True,True,Before disclosure
PostgreSQL,42.1.4,CVE-2020-13692,2022-02-10 00:30:07+00:00,2020-06-04 13:16:11+00:00,42.2.13,2,-615.4680092592592,True,True,True,Before disclosure
PostgreSQL,42.1.4,CVE-2022-26520,2022-03-11 00:02:02+00:00,2022-02-15 19:06:43+00:00,42.3.3,2,-23.20508101851852,True,True,True,Before disclosure
PostgreSQL,42.1.4,CVE-2022-41946,2022-11-23 20:15:10.253000+00:00,2022-11-23 00:00:00+00:00,42.2.27,2,-0.8438686689814816,True,True,True,Before disclosure
PostgreSQL,42.1.4,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,2,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.1.4,GHSA-xfg6-62px-cxc2,2024-02-19 15:30:38+00:00,2019-09-13 17:15:52+00:00,42.2.8,2,-1619.9269212962963,True,True,True,Before disclosure
PostgreSQL,42.1.4.jre6,CVE-2018-10936,2018-08-30 13:29:00.377000+00:00,2018-08-27 15:43:21+00:00,42.2.5,1,-2.906705752314815,True,True,True,Before disclosure
PostgreSQL,42.1.4.jre6,CVE-2020-13692,2022-02-10 00:30:07+00:00,2020-06-04 13:16:11+00:00,42.2.13,1,-615.4680092592592,True,True,True,Before disclosure
PostgreSQL,42.1.4.jre6,CVE-2022-26520,2022-03-11 00:02:02+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-23.20508101851852,True,True,True,Before disclosure
PostgreSQL,42.1.4.jre6,CVE-2022-41946,2022-11-23 20:15:10.253000+00:00,2022-11-23 00:00:00+00:00,42.2.27,1,-0.8438686689814816,True,True,True,Before disclosure
PostgreSQL,42.1.4.jre6,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.1.4.jre6,GHSA-xfg6-62px-cxc2,2024-02-19 15:30:38+00:00,2019-09-13 17:15:52+00:00,42.2.8,1,-1619.9269212962963,True,True,True,Before disclosure
PostgreSQL,42.1.4.jre7,CVE-2018-10936,2018-08-30 13:29:00.377000+00:00,2018-08-27 15:43:21+00:00,42.2.5,1,-2.906705752314815,True,True,True,Before disclosure
PostgreSQL,42.1.4.jre7,CVE-2020-13692,2022-02-10 00:30:07+00:00,2020-06-04 13:16:11+00:00,42.2.13,1,-615.4680092592592,True,True,True,Before disclosure
PostgreSQL,42.1.4.jre7,CVE-2022-26520,2022-03-11 00:02:02+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-23.20508101851852,True,True,True,Before disclosure
PostgreSQL,42.1.4.jre7,CVE-2022-41946,2022-11-23 20:15:10.253000+00:00,2022-11-23 00:00:00+00:00,42.2.27.jre7,1,-0.8438686689814816,True,True,True,Before disclosure
PostgreSQL,42.1.4.jre7,GHSA-673j-qm5f-xpv8,2022-02-16 00:08:18+00:00,2022-02-15 19:06:43+00:00,42.3.3,1,-0.20943287037037037,True,True,True,Before disclosure
PostgreSQL,42.1.4.jre7,GHSA-xfg6-62px-cxc2,2024-02-19 15:30:38+00:00,2019-09-13 17:15:52+00:00,42.2.8,1,-1619.9269212962963,True,True,True,Before disclosure
